"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Robust control of large-scale prototypes for miniaturized optical image stabilizers with product variations","P. Zhao; A. Alizadegan; R. Nagamune; M. Chiao","Department of Mechanical Engineering, University of British Columbia, Vancouver, Canada; Department of Mechanical Engineering, University of British Columbia, Vancouver, Canada; Department of Mechanical Engineering, University of British Columbia, Vancouver, Canada; Department of Mechanical Engineering, University of British Columbia, Vancouver, Canada","2015 54th Annual Conference of the Society of Instrument and Control Engineers of Japan (SICE)","1 Oct 2015","2015","","","734","739","This paper presents robust control of large-scale prototypes for miniaturized optical image stabilizers (OIS's) with product variations. Based on the conceptual design of a miniaturized lens-tilting OIS for mobile applications, large-scale 3-DOF prototypes are fabricated as a proof of concept. Variations in geometrical parameter of the lens platform are produced to mimic unavoidable product variations in fabrication of the micro-scale devices. Using frequency response data, a model set with real parametric uncertainty is developed to represent the dynamics of the prototypes under product variations and force unbalance. A robust controller for the model set is designed based on μ-synthesis, and the closed-loop performance of hand shake compensation is verified experimentally on the prototypes. Experimental results show that the designed robust controller outperforms the classical controller consisting of lead-lag compensators and notch filters in compensating lens vibrations caused by involuntary hand shake while taking photos.","","978-4-9077-6448-7","10.1109/SICE.2015.7285330","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7285330","Optical image stabilizer;mobile application;product variation;robust control;μ-synthesis","Prototypes;Actuators;Coils;Lenses;Robustness;Force;Optical imaging","image enhancement;image motion analysis;mobile handsets;notch filters;optical images;vibrational signal processing","optical image stabilizers;miniaturized lens-tilting OIS;mobile applications;3 DOF prototypes;μ-synthesis;hand shake compensation;lead-lag compensators;notch filters;lens vibrations","","4","","13","","1 Oct 2015","","","IEEE","IEEE Conferences"
"Design of optimal controllers for the power system stabilizer — Effect of operating conditions","K. Kumara; A. D. Srinivasan","Electrical & Electronics Dept, S J College of Engineering, Mysore, Karnataka, India; Electrical & Electronics Dept, S J College of Engineering, Mysore, Karnataka, India","2017 Second International Conference on Electrical, Computer and Communication Technologies (ICECCT)","23 Nov 2017","2017","","","1","6","In the context of power system, power system stabilizer (PSS) plays a very important role for damping low frequency oscillations. In conventional techniques, the selection of feedback controllers for PSS is usually done by the pole placement, propotinal derivative (PD), proportional integrator (PI), combination of both PD & PI, lead lag compensators etc,. These conventional control methods simply make a system stable without optimizing anything. Inview of this the researchers across the globe are working for better optimized feedback controller for PSS. This paper presents the design of such an optimized feedback control techniques with different approaches for the single machine infinite bus (SMIB) linearized phillips heffron model of power system installed with PSS. To show the effectiveness of the proposed optimized feedback controllers the experiments are conducted to cover wide range of operating conditions by choosing the loads as light, normal & heavy. The effect of operating condition (type of load) on the performance of the proposed controller has been discussed. The proposed experiments with different optimal controllers are implemented using MATLAB/SIMULINK platform.","","978-1-5090-3239-6","10.1109/ICECCT.2017.8117973","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8117973","optimal control;SMIB;Power System Stabilizer","Power system stability;Rotors;Adaptive control;Optimal control;Transmission line matrix methods;Loading;Oscillators","feedback;load flow control;optimal control;power system control;power system stability","operating conditions;PSS;low frequency oscillations;optimal controllers;power system stabilizer;single machine infinite bus linearized Philipps Heffron model;SMIB;optimized feedback control techniques;optimized feedback controller","","2","","10","IEEE","23 Nov 2017","","","IEEE","IEEE Conferences"
"Design of pole placement power system stabilizer for SMIB-effect of operating conditions","K. Kumara; A. D. Srinaivasan","Department of Electrical & Electronics, S J College of Engineering, Mysore, Karnataka, India; Department of Electrical & Electronics, S J College of Engineering, Mysore, Karnataka, India","2017 International Conference on Electrical, Electronics, Communication, Computer, and Optimization Techniques (ICEECCOT)","8 Feb 2018","2017","","","518","523","This paper presents the design of pole placement approach used in association with power system stabilizer for single machine infinite bus (SMIB). The performance of the scheme is enhanced by appropriately placing the poles at desired locations. The experiments are conducted for full operating conditions light, normal and heavy loads. The effect of operating conditions (types of load) on the proposed controller has been discussed. The proposed scheme is implemented implemented using MATLAB/SIMULINK platform.","","978-1-5386-2361-9","10.1109/ICEECCOT.2017.8284560","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8284560","Pole placement;SMIB;Power System Stabilizer","Power system stability;Rotors;Oscillators;Voltage control;Loading;Generators;Regulators","pole assignment;power system control;power system stability","pole placement power system stabilizer;SMIB-effect;operating conditions;single machine infinite bus;heavy loads;pole placement;SMIB","","1","","10","IEEE","8 Feb 2018","","","IEEE","IEEE Conferences"
"Design and Analysis of Novel Complex Order Optimal Power System Stabilizers","A. A. Latthe; A. V. Tare; V. N. Pande","Electrical Engineering, College of Engineering, Pune, Pune, India; Electrical Engineering, College of Engineering, Pune, Pune, India; Electrical Engineering, College of Engineering, Pune, Pune, India","2022 IEEE Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI)","15 May 2023","2022","","","1","4","This paper focuses on using a novel Complex order Power System Stabilizer (CoPSS) to damp out the small signal oscillations in a Single Machine Infinite Bus (SMIB) power system. The parameters of the proposed PSS are optimized using Particle Swarm Optimization (PSO) algorithm by performing the simulation using MATLAB. While designing the optimal CoPSS, the Integral Time multiplied by Absolute Error (ITAE) performance index is taken as an objective function and parameter bounds as constraints. The comparison between Conventional PSS tuned by PSO (PSOCPSS), Fractional order PSS tuned by PSO (PSOFoPSS), and Complex order PSS tuned by PSO (PSOCoPSS) is carried out through the MATLAB/Simulink platform. The comparative analysis depicts that PSOCoPSS outperforms PSOFoPSS and PSOCPSS.","","978-1-6654-7719-2","10.1109/IATMSI56455.2022.10119289","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10119289","Complex order system;fractional-order system;single machine infinite bus (SMIB);Low-Frequency Oscillations (LFO);Power System Stabilizer (PSS);Integral time multiplied Absolute error (ITAE);Particle Swarm Optimization (PSO)","Technological innovation;Rotors;Voltage;Power system stability;Performance analysis;Time factors;Particle swarm optimization","damping;optimal control;particle swarm optimisation;performance index;power system stability","complex order optimal power system stabilizers;complex order PSS;conventional PSS;integral time multiplied by absolute error;ITAE performance index;objective function;optimal CoPSS;particle swarm optimization algorithm;PSO;signal oscillations;single machine infinite bus power system","","","","11","IEEE","15 May 2023","","","IEEE","IEEE Conferences"
"Development of a small tracking camera system for mobile platforms","T. Aruga; N. Wada; A. Ming; N. Kurakane; M. Satoh","Dept. of Mechanical Engineering and Intelligent Systems, University of Electro-Communications, Tokyo, Japan; Dept. of Mechanical Engineering and Intelligent Systems, University of Electro-Communications, Tokyo, Japan; Dept. of Mechanical Engineering and Intelligent Systems, University of Electro-Communications, Tokyo, Japan; Japan Radio Company, Tokyo, Japan; Japan Radio Company, Tokyo, Japan","2009 International Conference on Information and Automation","18 Aug 2009","2009","","","939","944","Recently, there are many needs for small tracking camera systems to be mounted on mobile platforms, such as bikes, cars, etc., to tracking some targets stably in a perturbation environment. To meet the needs, a small tracking camera system has been developed by authors. The purpose of the tracking camera system is both to stabilize the camera and to track the target simultaneously. The system consists of three axes driven by DC motors with encoders, to form velocity and position control loop. Outside the loop, another position control loop is composed based on the integration of both rate gyro and inclinometer by a designed filter, to stabilize the camera. And besides the two loops, another position compensation loop is formed by introducing the camera position information, to track the target. This paper describes the system configuration, the design of controller as well as sensor systems, and the experimental results on the tracking performance.","","978-1-4244-3607-1","10.1109/ICINFA.2009.5205053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5205053","Target tracking;Stabilizer;Tracking camera;Sensor integration;Mobile platform","Target tracking;Communication system control;Servomotors;Position control;Filters;Control systems;Microcomputers;Smart cameras;Bicycles;DC motors","controllers;encoding;image sensors;position control;target tracking","small tracking camera system;mobile platforms;DC motors;position control loop;gyrometer;inclinometer;position compensation;system configuration;encoders","","","","8","IEEE","18 Aug 2009","","","IEEE","IEEE Conferences"
"A practical Laboratory Method for Obtaining the Pointing Stability of Multi Degrees of Freedom Platforms","M. S. Mirzajani Darestani; P. Amiri","Electrical Engineering Department, Islamic Azad university, Parand branch, Iran; Electrical Engineering Department, Islamic Azad university, Parand branch, Iran","2020 7th International Conference on Control, Decision and Information Technologies (CoDIT)","27 Nov 2020","2020","1","","421","426","In this article we propose a new laboratory method for obtaining the pointing stability of a two degrees of freedom gyro stabilized platform by using a three degrees of freedom test platform. Various rated motions were applied through the three degrees of freedom test platform to the gyroscopic stabilizer and the behavior of the stabilizer to these excitations was reproduced on a checker board. Upon completing the test, the pointing stability of the tested gyroscopic stabilizer was obtained using MATLAB and image processing algorithms in terms of degrees. Using this technique yielded a pointing stability of 0.035 degrees on the gyroscopic stabilizer in the worst case where an excitation motion with amplitude 0.093 degrees and frequency 5.7 Hertz was applied. The results were in good agreement with those obtained from simulation in the MATLAB/SIMULINK environments.","2576-3555","978-1-7281-5953-9","10.1109/CoDIT49905.2020.9263805","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9263805","","Laser stability;Laser beams;Cameras;Stability criteria;Vibrations;Measurement by laser beam;Meters","computerised instrumentation;control engineering computing;gyroscopes;image motion analysis;Matlab;mechanical stability","MATLAB/SIMULINK environments;image processing;MATLAB;multidegrees of freedom platforms;freedom gyro stabilized platform;hree degrees of freedom test platform;practical laboratory method;tested gyroscopic stabilizer;pointing stability","","","","11","IEEE","27 Nov 2020","","","IEEE","IEEE Conferences"
"Design of Handheld PTZ Stabilizer Based on Arduino","H. Hua","Institute of Electronic and Electrical Engineering, Civil Aviation Flight University of China, Guanghan, China","2023 IEEE 6th Information Technology,Networking,Electronic and Automation Control Conference (ITNEC)","30 Mar 2023","2023","6","","1600","1604","The handheld stabilized PTZ can eliminate the change of PTZ’s attitude caused by the user’s movement relative to the external environmental parameters. The PTZ stabilizer can enable the object on the carrier platform to achieve attitude stability control, which can automatically keep the camera, mobile phone and other devices stable and balanced during the shooting process, so that the captured images are clearer and the picture quality is better. In this paper, a low-cost, multi-functional, low energy consumption three-degree-of-freedom handheld PTZ stabilizer is designed to solve the problems such as picture shaking of small handheld devices when in motion. The IMU component of the MPU 6050 is used as the angle detection component of the handheld PTZ stabilizer. The Arduino Nano MG996R is used as the microcontroller to process the collected data into angle data, and the PWM signals are outputted by the pins to control the steering gears. The Blender software is used to model and design the 3D model of the PTZ shell, and the Arduino is used to integrate the PTZ control software and hardware, and finally the overall design is optimized. The experiment shows that the design meets the requirement that the carrier coordinate system is stable relative to the geographical coordinate system. Although there is a certain angle error, the overall operation is in good condition. At the same time, it can also suppress the output of a certain axial direction to achieve the function of a two-degree-of-freedom handheld PTZ stabilizer.","2693-3128","978-1-6654-6004-0","10.1109/ITNEC56291.2023.10082408","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10082408","three-axis stabilized PTZ;MPU 6050;PID control;Kalman Filter;Arduino Uno development board","Solid modeling;Energy consumption;Three-dimensional displays;Attitude control;Gears;Process control;Information filters","attitude control;cameras;gears;microcontrollers;stability","Arduino NanoMG996R;attitude stability control;handheld devices;low energy consumption three-degree-of-freedom handheld PTZ stabilizer;PTZ shell;PTZ's attitude;two-degree-of-freedom handheld PTZ stabilizer","","","","5","IEEE","30 Mar 2023","","","IEEE","IEEE Conferences"
"The stochastic optimal control of fin stabilizers under the ship IPMS networks","Y. Yin; L. Xia; H. Li","College of Electrical and Information Engineering, Naval University of Engineering, Wuhan, Hubei, China; College of Electrical and Information Engineering, Naval University of Engineering, Wuhan, Hubei, China; College of Electrical and Information Engineering, Naval University of Engineering, Wuhan, Hubei, China","2010 IEEE International Conference on Mechatronics and Automation","7 Oct 2010","2010","","","969","972","To the information-based development of ship, a area-model network construct of ship integrated platform management system (IPMS) is proposed. The stochastic optimal control of fin stabilizers networked control systems under IPMS is investigated. When long delay of IPMS network is considered, a state space model is derived. A stochastic optimal controller with a quadratic performance index is designed. The simulation results show its effectiveness.","2152-744X","978-1-4244-5140-1","10.1109/ICMA.2010.5589341","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5589341","","Marine vehicles;Stochastic processes;Mathematical model;Optimal control;Sensors;Equations","control system synthesis;distributed control;marine control;optimal control;performance index;ships;state-space methods;stochastic systems","stochastic optimal control;ship IPMS networks;ship information-based development;ship integrated platform management system;fin stabilizers networked control systems;state space model;quadratic performance index","","","","10","IEEE","7 Oct 2010","","","IEEE","IEEE Conferences"
"An Active Stabilizer for Cable-Driven Parallel Robot Vibration Damping","M. Lesellier; L. Cuvillon; J. Gangloff; M. Gouttefarde","CNRS, LIRMM University of Montpellier, Montpellier, France; Icube Laboratory, University of Strasbourg, France; Icube Laboratory, University of Strasbourg, France; CNRS, LIRMM University of Montpellier, Montpellier, France","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","6 Jan 2019","2018","","","5063","5070","Cable-Driven Parallel Robots (CDPRs) can execute fast motions across a large workspace. However, these performances are reached at the cost of a relatively low stiffness which often yields parasitic vibrations at the CDPR mobile platform. In this paper, vibration damping of CDPRs is addressed by means of an original active stabilizer consisting of actuated rotating arms installed on-board the CDPR mobile platform. A control strategy for the whole system, which consists of the CDPR and the stabilizer, and with one purpose for each-position control for the platform and vibration damping for the stabilizer-is designed. The system being controlled at two different time scales, the singular perturbation theory can be used to prove the stability of the corresponding closed-loop system. The efficiency of the proposed device and control strategy is tested in simulations in the case of a planar 3-DOF CDPR equipped with a three-arm stabilizer.","2153-0866","978-1-5386-8094-0","10.1109/IROS.2018.8594148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594148","","Vibrations;Damping;Actuators;Stability analysis;Symmetric matrices;Torque;Jacobian matrices","actuators;cables (mechanical);closed loop systems;damping;manipulator kinematics;position control;vibration control;vibrations","parasitic vibrations;CDPR mobile platform;vibration damping;actuated rotating arms;control strategy;planar 3-DOF CDPR;three-arm stabilizer;cable-driven parallel robots;active stabilizer;position control;cable-driven parallel robot vibration;closed-loop system","","8","","32","IEEE","6 Jan 2019","","","IEEE","IEEE Conferences"
"Optimal Design of Magnetically Actuated Optical Image Stabilizer Mechanism for Cameras in Mobile Phones via Genetic Algorithm","C. -W. Chiu; P. C. . -P. Chao; D. -Y. Wu","Department of Electrical and Control Engineering, National Chiao Tung University, Hsinchu, Taiwan; Department of Electrical and Control Engineering, National Chiao Tung University, Hsinchu, Taiwan; Research & Development Center for Membrane Technology, Chung Yuan Christian University, Chungli, Taiwan","IEEE Transactions on Magnetics","21 May 2007","2007","43","6","2582","2584","This paper proposes an optimal electromagnetic actuator for the application of optical image stabilization in cameras of mobile phones. The image stabilization composes of vertical and horizontal moving platforms to compensate the shaking from hands. The platforms are actuated by the magnetic force from voice coil motors (VCMs). For the application of mobile devices, geometry size of the mechanism is extremely limited. However, the larger the size of yoke that covers the magnetic field is, the better uniformity it will perform. This study, therefore, is dedicated to conduct an optimal design with the coupled relationship between magnetic field and mechanical geometry. The magnetic field is converted to equivalent circuit in terms of mechanism geometry, and verified by ANSYS. The genetic algorithm (GA) is then applied for deriving optimal values of geometry dimensions of the system within satisfactory uniform magnetic field","1941-0069","","10.1109/TMAG.2007.893320","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4202676","Camera phones;equivalent magnetic circuit;genetic algorithm (GA);image stabilization","Optical design;Algorithm design and analysis;Cameras;Mobile handsets;Genetic algorithms;Magnetic fields;Geometry;Electromagnetic forces;Actuators;Magnetic forces","cameras;electromagnetic actuators;genetic algorithms;microactuators;micromotors;mobile handsets;optical images","magnetically actuated optical image stabilizer mechanism;mobile phone cameras;genetic algorithms;electromagnetic actuators;horizontal moving platforms;voice coil motors;mechanical geometry;magnetic fields;ANSYS;uniform magnetic fields","","60","1","5","IEEE","21 May 2007","","","IEEE","IEEE Journals"
