,Title,Authors,Year,Source title,Document Type,Cited by,Abstract,Author Keywords,Affiliations,Authors with affiliations
2381,RF Metasurface Array Design Using Deep Convolutional Generative Adversarial Networks,J. A. Hodge; K. V. Mishra; A. I. Zaghloul,2019,2019 IEEE International Symposium on Phased Array System & Technology (PAST),IEEE Conferences,21,"In recent years, metasurface (MTS) arrays have shown promising abilities to control and manipulate electromagnetic (EM) waves through modified surface boundary conditions. The constituent unit elements of a MTS have become increasingly complex with rise of anisotropic radio-frequency (RF) applications such as beam scanning through anomalous reflection/refraction, beam focusing, and polarization conversion in an extremely low-profile. Designing these meta-atoms or metagratings is a challenging and time-consuming procedure. Each new MTS design typically requires numerous iterations of manual tuning and full-wave simulations. In this paper, we employ deep convolutional generative adversarial networks (DC-GANs) to generate anisotropic RF metamaterial unit cell designs for MTS arrays. Using a small set of simulated meta-atom spectra, these networks learn the relationship between the physical structure of meta-atoms and their reflection spectra for vertical and horizontal polarizations. Our numerical experiments demonstrate that DC-GANs are able to generate meta-atom structures that resemble design features in the training data. Numerical experiments with design test case showed 90% accurate reflection responses with errors within 0.2 (1.3) dB in magnitude and 3.0° (4.4°) in phase for the co-polar (cross- polar) component.",deep learning;generative adversarial networks;inverse design;metasurfaces;radiation pattern,,"Bradley Department of Electrical and Computer Engineering, Virginia Tech, Falls Church, VA, USA; United States CCDC Army Research Laboratory, Adelphi, MD, USA; United States CCDC Army Research Laboratory, Adelphi, MD, USA"
2382,An Eight-Element 140-GHz Wafer-Scale IF Beamforming Phased-Array Receiver With 64-QAM Operation in CMOS RFSOI,S. Li; Z. Zhang; B. Rupakula; G. M. Rebeiz,2022,IEEE Journal of Solid-State Circuits,IEEE Journals,18,"This article presents a 140-GHz eight-element wafer-scale phased-array receiver based on intermediate-frequency (IF) beamforming with 5-bit phase and 4-bit gain control. The chip contains a shared local-oscillator (LO) multiplier chain and distribution network, active combiners,  $LC$ -based combiners, digitally tuned attenuators, for a near system-on-chip solution. A differential on-chip antenna feed (on the top metal) is electromagnetically (EM) coupled to a high-efficiency patch antenna (gold) on a 100- $\mu \text{m}$ -thick quartz superstrate, and placed  $\lambda $ /2 (~140 GHz) apart in the horizontal and vertical directions. The  $4\times 2$ -element phased-array chip with attached quartz superstrate is wire-bonded to a printed circuit board containing IF and LO ports, and scans to ±35° in the elevation plane ( $E$ -plane). The measured channel NF is 7 dB and the array electronic gain is 27–28 dB with an RF front-end 3-dB bandwidth of 139–155 GHz and an IF bandwidth of 9.5–12.5 GHz. To evaluate the over-the-air performance, a communication link is demonstrated with 16-quadrature amplitude modulation (QAM) and 64-QAM waveforms, realizing up to 9–10-Gb/s data rates. To the best of our knowledge, this article presents the first CMOS wafer-scale phased-array receiver at 140 GHz with a low system noise figure and high data rate.",140 GHz;CMOS SOI;error vector magnitude (EVM);intermediate-frequency (IF) beamforming;millimeter-wave integrated circuits (ICs);neutralization;on-chip antennas;phased-array receiver;wafer scale;wireless communication,,"Electrical and Computer Engineering Department, University of California at San Diego, La Jolla, CA, USA; Electrical and Computer Engineering Department, University of California at San Diego, La Jolla, CA, USA; Apple Inc., Cupertino, CA, USA; Electrical and Computer Engineering Department, University of California at San Diego, La Jolla, CA, USA"
2383,Detection Thresholds for Vertical Gains in VR and Drone-based Telepresence Systems,K. Matsumoto; E. Langbehn; T. Narumi; F. Steinicke,2020,2020 IEEE Conference on Virtual Reality and 3D User Interfaces (VR),IEEE Conferences,17,"Several redirected walking techniques have been introduced and analyzed in recent years, while the main focus was on manipulations in horizontal directions, in particular, by means of curvature, rotation, and translation gains. However, less research has been conducted on the manipulation of vertical movements and its possible use as a redirection technique. Actually, vertical movements are fundamentally important, e.g., for remotely steering a drone using a virtual reality headset.In this paper, we explored vertical gains, a novel redirection technique, which enables us to purposefully manipulate the mapping of the user’s physical vertical movements to movements in the virtual space and the remote space. This approach allows natural and more active physical control of a real drone. To demonstrate the usability of vertical gains, we implemented a telepresence drone and vertical redirection techniques for stretching and crouching actions using common VR devices. We conducted two user studies to investigate the effective manipulation ranges and its usability: one study using a virtual environment (VE), and one using a camera stream from a telepresence drone. The results revealed that our technique could manipulate a users vertical movement without her/his noticing.",Drone;Vertical movement;Redirection;Telepresence,,"Cyber Interface Lab., The University of Tokyo; Human-Computer Interaction, University of Hamburg; Cyber Interface Lab., The University of Tokyo; Human-Computer Interaction, University of Hamburg"
2384,VR Exploration Assistance through Automatic Occlusion Removal,L. Wang; J. Wu; X. Yang; V. Popescu,2019,IEEE Transactions on Visualization and Computer Graphics,IEEE Journals,15,"Virtual Reality (VR) applications allow a user to explore a scene intuitively through a tracked head-mounted display (HMD). However, in complex scenes, occlusions make scene exploration inefficient, as the user has to navigate around occluders to gain line of sight to potential regions of interest. When a scene region proves to be of no interest, the user has to retrace their path, and such a sequential scene exploration implies significant amounts of wasted navigation. Furthermore, as the virtual world is typically much larger than the tracked physical space hosting the VR application, the intuitive one-to-one mapping between the virtual and real space has to be temporarily suspended for the user to teleport or redirect in order to conform to the physical space constraints. In this paper we introduce a method for improving VR exploration efficiency by automatically constructing a multiperspective visualization that removes occlusions. For each frame, the scene is first rendered conventionally, the z-buffer is analyzed to detect horizontal and vertical depth discontinuities, the discontinuities are used to define disocclusion portals which are 3D scene rectangles for routing rays around occluders, and the disocclusion portals are used to render a multiperpsective image that alleviates occlusions. The user controls the multiperspective disocclusion effect, deploying and retracting it with small head translations. We have quantified the VR exploration efficiency brought by our occlusion removal method in a study where participants searched for a stationary target, and chased a dynamic target. Our method showed an advantage over conventional VR exploration in terms of reducing the navigation distance, the view direction rotation, the number of redirections, and the task completion time. These advantages did not come at the cost of a reduction in depth perception or situational awareness, or of an increase in simulator sickness.",VR exploration;occlusion removal;disocclusion portal;multiperspective visualization,,"State Key Laboratory of Virtual Reality Technology and Systems, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and Systems, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and Systems, Beihang University, Beijing, China; Purdue University, West Lafayette, IN"
2385,3D Acoustic Manipulation of Living Cells and Organisms Based On 2D Array,Y. Yang; T. Ma; Q. Zhang; J. Huang; Q. Hu; Y. Li; C. Wang; H. Zheng,2022,IEEE Transactions on Biomedical Engineering,IEEE Journals,14,"Flexible manipulation techniques for living cells and organisms are extremely useful tools for fundamental biomedical and life science research. Acoustic tweezers, which permit non-contact, label-free manipulation, are particularly suited to micromanipulation tasks as they provide a large acoustic radiation force and can be applied in various media. Here, we describe the design and fabrication of a 3 MHz, 64-element (8 × 8), 2D planar ultrasound array that realizes the multidimensional translation, rotation, orientation, and levitation of living cells and organisms. The focusing vortex and twin fields are generated using the holographic acoustic elements framework method. We demonstrate that the eggs and larvae of brine shrimp can be translated along a preset trajectory by controlling the central position of the vortex. By multiplexing counterclockwise vortices, clockwise vortices, and twin trap fields in a time sequence, the rotation direction of the shrimp eggs can be switched in real time, while non-spherical larvae can be reoriented. Moreover, the reflection of the acoustic beam can lift eggs and larvae from the bottom of the culture dish and further manipulate them in the vertical and horizontal directions. Additionally, we present quantitative analyses of the shrimp-egg rotation frequency with respect to the focal depths, topological charges of the vortex, and excitation voltages. These results indicate that acoustic tweezers based on 2D matrix arrays can realize complex and selective manipulation of living cells and organisms, thereby demonstrating their value for advancing research in the fields of cell assembly, tissue engineering, and micro-robot driving.",3D acoustic manipulation;living cells and organisms;2D array;time-multiplex,,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China"
2386,Game Theory Design for Deceptive Jamming Suppression in Polarization MIMO Radar,X. Zhang; H. Ma; J. Wang; S. Zhou; H. Liu,2019,IEEE Access,IEEE Journals,14,"Controlling the polarization states of transmit waveforms can improve the performance of radar systems, especially for main lobe jamming suppression applications. In this paper, we consider the design of optimal transmit polarizations for deceptive jamming suppression in the main lobe using a game theory framework. We propose a co-located polarization multiple-input multiple-output (MIMO) radar system that combines the advantages of MIMO radar and those offered by optimally choosing the transmit polarization to improve the jamming suppression performance. In the polarization MIMO radar, polarization diversity is employed in the transmit array, and 2-D vector sensors are adopted in the receive array to separately measure the horizontal and vertical components of the received signals. Furthermore, based on the concepts and advantages of game theory, we formulate a polarization design problem for this radar system as a two-player zero-sum (TPZS) game between the radar and jammers. Additionally, we propose two design methods for different cases: a unilateral game for dumb jammers, and a strategic game for smart jammers. The optimal strategy and Nash equilibrium solution for two cases are presented. The simulation results demonstrate that jamming can be effectively suppressed with the proposed radar configuration and that improved jamming suppression performance can be achieved when the transmit polarization scheme is designed using the game theory approach.",Game theory;MIMO radar;deceptive jamming;jamming suppression;polarization design;unilateral game;strategic game,,"Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China; Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China; China Academy of Launch Vehicle Technology, Beijing, China; Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China; Collaborative Innovation Center of Information Sensing and Understanding, Xidian University, Xi’an, China"
2387,Underwater Acoustic Source Seeking Using Time-Difference-of-Arrival Measurements,F. Mandić; N. Mišković; I. Lončar,2020,IEEE Journal of Oceanic Engineering,IEEE Journals,14,"The research presented in this paper is aimed at developing a control algorithm for an autonomous surface system carrying a two-sensor array consisting of two acoustic receivers, capable of measuring the time-difference-of-arrival (TDOA) of a quasiperiodic underwater acoustic signal and utilizing this value to steer the system toward the acoustic source in the horizontal plane. Stability properties of the proposed algorithm are analyzed using the Lie bracket approximation technique. Furthermore, simulation results are presented, where particular attention is given to the relationship between the time difference of arrival measurement noise and the sensor baseline-the distance between the two acoustic receivers. Also, the influence of a constant disturbance caused by sea currents is considered. Finally, experimental results in which the algorithm was deployed on two autonomous surface vehicles, each equipped with a single acoustic receiver, are presented. The algorithm successfully steers the vehicle formation toward the acoustic source, despite the measurement noise and intermittent measurements, thus showing the feasibility of the proposed algorithm in real-life conditions.",Autonomous surface vehicles;source seeking;time-difference-of-arrival (TDOA),,"University of Zagreb, Faculty of Electrical Engineering and Computing, Laboratory for Underwater Systems and Technologies, Zagreb, Croatia; University of Zagreb, Faculty of Electrical Engineering and Computing, Laboratory for Underwater Systems and Technologies, Zagreb, Croatia; University of Zagreb, Faculty of Electrical Engineering and Computing, Laboratory for Underwater Systems and Technologies, Zagreb, Croatia"
2388,Pedestrian Trajectory Estimation Based on Foot-Mounted Inertial Navigation System for Multistory Buildings in Postprocessing Mode,X. Niu; T. Liu; J. Kuang; Q. Zhang; C. Guo,2022,IEEE Internet of Things Journal,IEEE Journals,10,"Acquiring accurate and reliable pedestrian trajectories is essential for providing indoor location-based services. Although a foot-mounted inertial navigation system (Foot-INS) can acquire pedestrian trajectories in multistory buildings, it will inevitably encounter heading divergence because the constraint information is not always valid. Therefore, we proposed an accurate and convenient postprocessing indoor pedestrian positioning system (IPPS) to acquire pedestrian trajectories in multistory buildings such as shopping malls. Based on the hypotheses that the start and end points of the pedestrian trajectories on a single floor were closed, and the horizontal position of the closing point on each floor was identical. Therefore, in the single floor of multistory buildings, we use the closing point to control the trajectory drift error caused by the Foot-INS, and use a smoothing algorithm to reasonably distribute the drift error to the entire trajectory. Heading divergence is unavoidable with the Foot-INS, result in the pedestrian trajectories acquired on different floors were rotationally offset. Because pedestrian trajectories can epitomize the building orientation and provide an opportunity to align those trajectories on multistory buildings, an algorithm was proposed to match the trajectories acquired on different floors. A hybrid simulation experiment was conducted using an accurate reference object to evaluate the positioning performance of the proposed IPPS. The effectiveness of acquiring pedestrian trajectories was also confirmed by various experimental tests in a large shopping mall. The study findings suggest that the proposed IPPS is self-contained, low cost, and has the potential for large-scale applications.",Foot-mounted inertial navigation system (Foot-INS);indoor pedestrian positioning system (IPPS);multistory building;trajectory matching,,"GNSS Research Center and the Collaborative Innovation Center of Geospatial Technology, Wuhan University, Wuhan, Hubei, China; GNSS Research Center, Wuhan University, Wuhan, Hubei, China; GNSS Research Center, Wuhan University, Wuhan, Hubei, China; GNSS Research Center and the Collaborative Innovation Center of Geospatial Technology, Wuhan University, Wuhan, Hubei, China; GNSS Research Center and the Artificial Intelligence Institute, Wuhan University, Wuhan, Hubei, China"
2389,A 0.0071-mm2 10.8pspp-Jitter 4 to 10-Gb/s 5-Tap Current-Mode Transmitter Using a Hybrid Delay Line for Sub-1-UI Fractional De-Emphasis,Y. Chen; P. -I. Mak; Z. Yang; C. C. Boon; R. P. Martins,2019,IEEE Transactions on Circuits and Systems I: Regular Papers,IEEE Journals,8,"This paper proposes an ultra-compact 4 to 10-Gb/s 5-tap current-mode transmitter to realize the sub 1-TiI fractional de-emphasis (DE) using a hybrid delay line, which is alternatively controlled by the voltage bias and clock. It exhibits the scalability between the clocked 0.5-TiI and 1-TiI DEs and data rate. The sub-1-TiI DE provides wide tunability of the data amplitude and delay to compensate different channel losses between the 1st and 2nd Nyquist frequencies while effectively compensating the high-frequency portion of the pseudo-random binary sequence (PRBS) spectrum for data jitter improvement. Additional techniques are a two-step current-summing scheme, namely, two-step DE in the data path, and active inductors in both the data and clock paths to enhance the internal bandwidth without the need for passive inductors. In addition, we present an analytical model for predicting data-dependent jitter (DDJ) based on a generic system's step response, derive the exact closed-form DDJ expression of DE, and verify its validity by mean of circuit simulation. Prototyped in 65-nm CMOS technology, it achieves a figure-of-merit of 4.6 mW/Gb/s and an output jitter of 10.8 pspp at 10 Gb/s under a PRBS 231 -1 pattern. The data eyes measure 0.62-TiI-horizontal and 19.5%-vertical openings after -20-dB channel loss. The die area is 0.0071 mm2.",Fractional de-emphasis (DE);CMOS;latch;active inductor (AI);bandwidth (BW) extension;data-dependent jitter (DDJ);current reuse;hybrid delay line;current-mode logic (CML);unit interval (UI);flip-flop (FF);pulse-width-modulated (PWM);current-mode transmitter;figure-of-merit (FOM),,"State Key Laboratory of Analog and Mixed-Signal VLSI, University of Macau, Macau, China; Department of ECE, University of Macau, Macau, China; State Key Laboratory of Analog and Mixed-Signal VLSI, University of Macau, Macau, China; Department of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; Department of ECE, University of Macau, Macau, China"
2390,Novel Concentric Hexagonal-Shaped RFID Tag Antenna With T-Shaped Stub Matching,M. Alibakhshikenari; B. S. Virdee; A. A. Althuwayb; K. -D. Xu; C. H. See; S. Khan; I. Park; F. Falcone; E. Limiti,2022,IEEE Journal of Radio Frequency Identification,IEEE Journals,7,"This paper presents a unique concentric hexagonal-shaped ring antenna for radio frequency identification (RFID) tags. The rings are excited with a common microstrip feedline. The radiation characteristics of the antenna is improved by locating a horizontal a parasitic element in the vicinity of the hexagonal-shaped rings. The proposed antenna was used in the implementation of a  $3\times 1$  antenna array. The impedance match of the  $3\times 1$  RFID tag was enhanced by incorporating a T-shaped stub. The antenna is designed to operate at the UHF band from 800 MHz to 960 MHz. It was implemented on FR-4 substrate with dielectric constant and thickness of 4.3 and 1.6 mm, respectively. The size of the RFID tag antenna is  $36\times 10$  mm2. Its impedance was matched to Alien Higgs RFIC chip of impedance 10 – j  $82.5~\Omega $  at 895 MHz. Measured results show the proposed RFID tag antenna provides an impedance bandwidth, maximum gain and radiation efficiency of 160 MHz, 2 dBi, and 66.5%, respectively. With effective isotropic radiated power (EIRP) limited to 36 dBm to comply with FCC regulations for UHF band RFIDs it radiates in the broadside direction over a range of 9 m making it desirable for various applications including supply chain management, logistic control, and vehicle identification.",RFID tag;concentric hexagonal-shaped ring antenna;microstrip integrated circuits;UHF band;impedance matching circuit;effective isotropic radiated power (EIRP),,"Department of Signal Theory and Communications, Universidad Carlos III de Madrid, Leganés, Madrid, Spain; Center for Communications Technology, London Metropolitan University, London, U.K.; Electrical Engineering Department, Jouf University, Sakaka, Aljouf, Saudi Arabia; School of Information and Communications Engineering, Xi’an Jiaotong University, Xi’an, China; School of Engineering and the Built Environment, Edinburgh Napier University, Edinburgh, U.K; Electrical Engineering Department, College of Engineering, King Saud University, Riyadh, Saudi Arabia; Department of Electrical and Computer Engineering, Ajou University, Suwon, Republic of Korea; Electric, Electronic and Communication Engineering Department, Institute of Smart Cities, Public University of Navarre, Pamplona, Spain; Electronic Engineering Department, University of Rome “Tor Vergata,”, Rome, Italy"
2391,Scaling UPF Instances in 5G/6G Core With Deep Reinforcement Learning,H. T. Nguyen; T. Van Do; C. Rotter,2021,IEEE Access,IEEE Journals,7,"In the 5G core and the upcoming 6G core, the User Plane Function (UPF) is responsible for the transportation of data from and to subscribers in Protocol Data Unit (PDU) sessions. The UPF is generally implemented in software and packed into either a virtual machine or container that can be launched as a UPF instance with a specific resource requirement in a cluster. To save resource consumption needed for UPF instances, the number of initiated UPF instances should depend on the number of PDU sessions required by customers, which is often controlled by a scaling algorithm. In this paper, we investigate the application of Deep Reinforcement Learning (DRL) for scaling UPF instances that are packed in the containers of the Kubernetes container-orchestration framework. We propose an approach with the formulation of a threshold-based reward function and adapt the proximal policy optimization (PPO) algorithm. Also, we apply a support vector machine (SVM) classifier to cope with a problem when the agent suggests an unwanted action due to the stochastic policy. Extensive numerical results show that our approach outperforms Kubernetes’s built-in Horizontal Pod Autoscaler (HPA). DRL could save 2.7–3.8% of the average number of Pods, while SVM could achieve 0.7–4.5% saving compared to HPA.",5G;6G;core;PDU session;UPF;deep reinforcement learning;Kubernetes;proximal policy optimization,,"Department of Networked Systems and Services, Budapest University of Technology and Economics, Budapest, Hungary; Department of Networked Systems and Services, Budapest University of Technology and Economics, Budapest, Hungary; Nokia Bell Labs, Budapest, Hungary"
2392,Cornac: Tackling Huge Graph Visualization with Big Data Infrastructure,A. Perrot; D. Auber,2020,IEEE Transactions on Big Data,IEEE Journals,7,"The size of available graphs has drastically increased in recent years. The real-time visualization of graphs with millions of edges is a challenge but is necessary to grasp information hidden in huge datasets. This article presents an end-to-end technique to visualize huge graphs using an established Big Data ecosystem and a lightweight client running in a Web browser. For that purpose, levels of abstraction and graph tiles are generated by a batch layer and the interactive visualization is provided using a serving layer and client-side real-time computation of edge bundling and graph splatting. A major challenge is to create techniques that work without moving data to an ad hoc system and that take advantage of the horizontal scalability of these infrastructures. We introduce two novel scalable algorithms that enable to generate a canopy clustering and to aggregate graph edges. These two algorithms are both used to produce levels of abstraction and graph tiles. We prove that our technique guarantee a quality of visualization by controlling both the necessary bandwidth required for data transfer and the quality of the produced visualization. Furthermore, we demonstrate the usability of our technique by providing a complete prototype. We present benchmarks on graphs with millions of elements and we compare our results to those obtained by state of the art techniques. Our results show that new Big Data technologies can be incorporated into visualization pipeline to push out the size limits of graphs one can visually analyze.",Information visualization;big data;graphs;hadoop;spark,,"LaBRI, UMR 5800, University of Bordeaux, Talence, France; LaBRI, UMR 5800, University of Bordeaux, Talence, France"
2393,IDA: Improved Data Augmentation Applied to Salient Object Detection,D. V. Ruiz; B. A. Krinski; E. Todt,2020,"2020 33rd SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",IEEE Conferences,7,"In this paper, we present an Improved Data Aug-mentation (IDA) technique focused on Salient Object Detection (SOD). Standard data augmentation techniques proposed in the literature, such as image cropping, rotation, flipping, and resizing, only generate variations of the existing examples, providing a limited generalization. Our method combines image inpainting, affine transformations, and the linear combination of different generated background images with salient objects extracted from labeled data. Our proposed technique enables more precise control of the object's position and size while preserving background information. The background choice is based on an inter-image optimization, while object size follows a uniform random distribution within a specified interval, and the object position is intra-image optimal. We show that our method improves the segmentation quality when used for training state-of-the-art neural networks on several famous datasets of the SOD field. Combining our method with others surpasses traditional techniques such as horizontal-flip in 0.52% for F-measure and 1.19% for Precision. We also provide an evaluation in 7 different SOD datasets, with 9 distinct evaluation metrics and an average ranking of the evaluated methods.",data augmentation;salient object detection;image segmentation;deep learning;image inpainting,,"Department of Informatics, Federal University of Parana, Brazil; Department of Informatics, Federal University of Parana, Brazil; Department of Informatics, Federal University of Parana, Brazil"
2394,Multiple Access Techniques for Bipolar Optical Code Division in Wireless Optical Communications,H. -C. Cheng; E. Wijanto; T. -C. Lien; P. -H. Lai; S. -P. Tseng,2020,IEEE Access,IEEE Journals,5,"In this paper, multiple access techniques for bipolar optical code division are proposed for application in wireless optical communications. First, several fiber Bragg gratings (FBGs) and optical circulators are used to encode optical signals. Then, the horizontal or vertical polarization state can be controlled using bipolar data. Experiments were conducted using two devices to determine the feasibility of using multiple access techniques for bipolar optical code division in free-space optical communication. The first experiment tested the first architecture, in which each user operates a mechanical optical switch by switching data bits to generate optical signals with specific polarization states through a collimator in a free-space channel. As the decoding components, several FBGs and optical circulators are used as primary devices. Decoded signals are sent to a balanced photodetector, which can reconstruct original data from the encoder. The second experiment involved a second architecture, in which an encoder with an erbium-doped fiber amplifier and a decoder with an attenuator are used to improve system stability. The third experiment was designed to test whether multiple access interference can be alleviated with the proposed architectures. In the final experiment, an ultrafast optical switch was used instead of the original optical switch for selecting optical signals with a specific polarization state to improve the overall transmission rate. The experimental results indicate that the proposed scheme could be successfully implemented in free-space optical communication systems. The architectures of the proposed scheme mitigate multiple access interference with a simple and cost-effective design.",Bipolar;free-space optical communication;multiple access interference;optical code-division multiple access,,"Department of Electro-Optical Engineering, National Formosa University, Yunlin, Taiwan; Department of Electro-Optical Engineering, National Formosa University, Yunlin, Taiwan; Department of Electro-Optical Engineering, National Formosa University, Yunlin, Taiwan; Department of Electro-Optical Engineering, National Formosa University, Yunlin, Taiwan; Department of Electronic Engineering, National United University, Miaoli, Taiwan"
2395,Spectral Analysis of the Dynamic Behavior of a Welding Arc During Pulsed Gas Metal Arc Welding of AA5083 Aluminum Alloy With ER5183 Wire,Y. Huang; F. Li; Y. Zhang; Y. Cai; X. Hua,2019,IEEE Transactions on Plasma Science,IEEE Journals,4,"The dynamic behavior of an arc plasma involves the complex heat and mass transfer process in the arc welding process, especially for pulsed gas metal arc welding (P-GMAW). The spectral diagnostics of the arc plasma is essential to both the validation of simulation results and the monitoring and control of the arc welding process. In this article, we studied the dynamic behavior and spatial spectral characteristics of the welding arc during the pulsed gas metal arc welding of the AA5083 aluminum alloy with an ER5183 wire using a high-speed camera and spectrometer. Based on the acquired spectra at different time points of the pulse, we calculated the plasma characteristics using the spectral lines emitted from the shielding gas and the metal vapor. The variation and spectral diagnosis of the arc indicated that the bright region was mainly caused by radiation from the metal vapor, which easily increased at the peak current. The measured arc temperature and electron density were elevated along with the welding current. Moreover, the ratio of metal vapor in the arc plasma also increased due to strengthened evaporation from the electrode. Along the horizontal axis, the arc temperature increased and reached a maximum in the central part of the arc. There was a potential local minimum near the electrode as the current increased. The drop of temperature near the electrode was mainly caused by the rapid evaporation and cooling effects of metal vapor.",Aluminum alloys;arc discharges;plasma properties;spectral analysis;welding,,"Shanghai Key Laboratory of Materials Laser Processing and Modification, School of Materials Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Shanghai Key Laboratory of Materials Laser Processing and Modification, School of Materials Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Shanghai Key Laboratory of Materials Laser Processing and Modification, School of Materials Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Shanghai Key Laboratory of Materials Laser Processing and Modification, School of Materials Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Shanghai Key Laboratory of Materials Laser Processing and Modification, School of Materials Science and Engineering, Shanghai Jiao Tong University, Shanghai, China"
2396,Probing the Anisotropy of Shale by the Voltaic Response of Laser-Induced Plasma,Z. Meng; R. Chen; M. Chen; K. Zhao; X. Miao; W. Yue; H. Zhan,2021,IEEE Transactions on Instrumentation and Measurement,IEEE Journals,4,"Due to the complexity of geological structures, it is difficult to fully characterize unconventional oil and gas reservoirs in the existing geological exploitation theories and techniques. This article introduced a laser induced plasma transmission voltage (LIPTV) method for characterizing the isotropy of sandstone and anisotropy of shale. When the rocks receive a nanosecond pulsed laser, plasma is generated on the sample surface. Under the condition of applied electric field, the maximum voltage of 0.024 V can be obtained. Plasma transport was related to surface morphology and structure. The mechanism of plasma transport on the surface can be analyzed by simulating the voltage attenuation process with time. Rotation angle-dependent voltage peaks of shale presented a symmetry at the location of 180° and was an oval in polar graph, where the long shaft and the short shaft were parallel and perpendicular to bedding direction, respectively (relative range = 150%). According to the relation between the double-exponential fitting tendency and the attenuation waveform, electric field controls the transport of the carrier in the horizontal and vertical directions in shale. For sandstone, a circle was obtained in polar graph because of the isotropy (relative range = 28%). Therefore, the direction characterization supported by LIPTV method is helpful for enhancing oil recovery in petroleum industry.",Anisotropy;laser-induced voltage (LIV);plasma;sandstone;shale,,"State Key Laboratory of Petroleum Resources and Prospecting, China University of Petroleum, Beijing, China; State Key Laboratory of Petroleum Resources and Prospecting, China University of Petroleum, Beijing, China; State Key Laboratory of Petroleum Resources and Prospecting, China University of Petroleum, Beijing, China; State Key Laboratory of Petroleum Resources and Prospecting, China University of Petroleum, Beijing, China; State Key Laboratory of Petroleum Resources and Prospecting, China University of Petroleum, Beijing, China; College of Geophysics, China University of Petroleum, Beijing, China; State Key Laboratory of Petroleum Resources and Prospecting, China University of Petroleum, Beijing, China"
2397,Towards Computer Aided Diagnosis of Autism Spectrum Disorder Using Virtual Environments,D. Roth; M. Jording; T. Schmee; P. Kullmann; N. Navab; K. Vogeley,2020,2020 IEEE International Conference on Artificial Intelligence and Virtual Reality (AIVR),IEEE Conferences,4,"Autism Spectrum Disorders (ASD) are neurodevelopmental disorders that are associated with characteristic difficulties to express and interpret nonverbal behavior, such as social gaze behavior. The state of the art in diagnosis is the clinical interview that is time intensive for the clinicians and does not take into account any objective measures of behavior. We herewith propose an empirical approach that can potentially support diagnosis based on the assessment of nonverbal behavior in avatar-mediated interactions in virtual environments. In a first study, ASD individuals and a typically developed control group were interacting in dyads. Head motion, and eye gaze of both interlocutors were recorded, replicated to the avatars and displayed to the partner through a distributed virtual environment. The nonverbal behavior of both interaction partners was recorded, and resulting preprocessed data was classified with up to 92.9parcent classification accuracy, with the amount of eye area focus and the average horizontal gaze change being the most relevant features. We expect that such systems could improve the diagnostic assessment on the basis of objective measures of nonverbal behavior.",Computer Aided Diagnosis;Autism;Avatars;Virtual Environments;Nonverbal Behavior,,"Technical University of Munich, Munich, Germany; Forschungszentrum Jüulich, Jüulich, Germany; University of Wüurzburg, Wüurzburg, Germany; University of Wüurzburg, Wüurzburg, Germany; Technical University of Munich, Munich, Germany; Forschungszentrum Jüulich, University Hospital Cologne, Cologne, Germany"
